Time [s],Voltage [V],Capacity [A.h],Chemistry
20.69878116256801,3.3201106067858785,0.013224221298307333,LFP
23.179533961078036,3.3133110059876945,0.014809146697355403,LFP
25.66028675958806,3.307289424136926,0.016394072096403475,LFP
28.141039558098086,3.301920252532788,0.017978997495451544,LFP
30.62179235660811,3.2971072384278273,0.019563922894499614,LFP
33.102545155118136,3.292773961557402,0.021148848293547684,LFP
38.064050752138186,3.2853080197693556,0.024318699091643824,LFP
43.02555634915824,3.279138481328198,0.027488549889739963,LFP
47.98706194617829,3.273993919542888,0.030658400687836103,LFP
52.94856754319834,3.2696763371038946,0.03382825148593224,LFP
57.91007314021839,3.266035347093924,0.03699810228402838,LFP
62.87157873723844,3.2629533518581164,0.04016795308212452,LFP
67.83308433425849,3.2603371636305796,0.04333780388022066,LFP
72.79458993127854,3.2581120727929433,0.0465076546783168,LFP
77.75609552829859,3.2562172479507336,0.04967750547641294,LFP
82.71760112531864,3.2546024859303824,0.05284735627450908,LFP
87.67910672233869,3.2532260034744085,0.05601720707260522,LFP
97.60211791637877,3.251053431645372,0.0623569086687975,LFP
107.52512911041887,3.2494795875629747,0.06869661026498979,LFP
117.44814030445897,3.248345528064605,0.07503631186118206,LFP
127.37115149849907,3.2475347904698,0.08137601345737434,LFP
137.29416269253917,3.2469612004003423,0.08771571505356662,LFP
147.21717388657927,3.24656063540316,0.0940554166497589,LFP
167.06319627465945,3.2460986191795147,0.10673481984214346,LFP
186.90921866273965,3.2458894194221655,0.11941422303452802,LFP
206.75524105081985,3.2457808534383634,0.1320936262269126,LFP
226.60126343890005,3.245677011140728,0.14477302941929715,LFP
266.2933082150604,3.2452193434669785,0.17013183580406627,LFP
305.9853529912208,3.2440358741554975,0.19549064218883538,LFP
345.6773977673812,3.2416105210000077,0.2208494485736045,LFP
385.3694425435416,3.237478577489859,0.24620825495837362,LFP
425.061487319702,3.23164489370908,0.27156706134314273,LFP
464.7535320958624,3.224976498118074,0.29692586772791185,LFP
544.1376216481831,3.2141759606225437,0.3476434804974501,LFP
623.5217112005039,3.209195852621044,0.3983610932669883,LFP
702.9058007528247,3.2074249547274576,0.44907870603652655,LFP
782.2898903051455,3.2067288443859994,0.4997963188060648,LFP
861.6739798574663,3.2063046680043645,0.550513931575603,LFP
941.0580694097871,3.2058933296964893,0.6012315443451413,LFP
1020.4421589621079,3.2054004632499966,0.6519491571146795,LFP
1179.2103380667495,3.203932462306226,0.753384382653756,LFP
1337.978517171391,3.2011838520786977,0.8548196081928324,LFP
1496.7466962760327,3.1954653118016676,0.9562548337319089,LFP
1655.5148753806743,3.1834817574265775,1.0576900592709855,LFP
1814.283054485316,3.1624513235075744,1.159125284810062,LFP
1973.0512335899575,3.1370442510605243,1.2605605103491384,LFP
2131.819412694599,3.1165538373616966,1.3619957358882149,LFP
2290.5875917992407,3.0995886762450255,1.4634309614272913,LFP
2608.123950008524,2.955759765819207,1.6663014125054443,LFP
2893.9066723968785,2.6377824897644064,1.848884818475782,LFP
2941.9693959033148,2.5,1.879591558493783,LFP
0.0,4.063401394611382,0.0,NMC
0.0016493163828470135,4.063394047977147,2.29071719839863e-06,NMC
0.003298632765694027,4.063386701818299,4.58143439679726e-06,NMC
0.006597265531388054,4.063372010769054,9.16286879359452e-06,NMC
0.013194531062776108,4.063342634467524,1.832573758718904e-05,NMC
0.026389062125552216,4.063283904679489,3.665147517437808e-05,NMC
0.05277812425110443,4.063166539836359,7.330295034875616e-05,NMC
0.10555624850220886,4.062932203297148,0.00014660590069751232,NMC
0.21111249700441773,4.062465209531855,0.00029321180139502465,NMC
0.42222499400883545,4.061538643565491,0.0005864236027900493,NMC
0.8444499880176709,4.059719163563552,0.0011728472055800986,NMC
1.6888999760353418,4.0562304078370195,0.002345694411160197,NMC
2.533349964053013,4.052948604772744,0.003518541616740296,NMC
4.222249940088354,4.046984965173235,0.005864236027900493,NMC
5.911149916123696,4.0417463818259,0.00820993043906069,NMC
7.600049892159038,4.037131331390471,0.010555624850220886,NMC
9.28894986819438,4.033042351463595,0.012901319261381083,NMC
12.666749820265062,4.026143851900152,0.01759270808370148,NMC
16.044549772335746,4.02052788273247,0.022284096906021872,NMC
21.076941212052834,4.013759928138277,0.029273529461184496,NMC
25.606093507798214,4.008966569732896,0.03556401876083086,NMC
30.135245803543594,4.005072470119709,0.04185450806047722,NMC
34.664398099288974,4.00187502324366,0.04814499736012358,NMC
39.19355039503435,3.99922597956835,0.05443548665976994,NMC
48.25185498652511,3.995187903492903,0.06701646525906266,NMC
57.31015957801587,3.9923438234161432,0.07959744385835538,NMC
69.00620045828107,3.9898572239005583,0.09584194508094593,NMC
80.70224133854627,3.9882355740956434,0.11208644630353648,NMC
92.39828221881147,3.9871284765729382,0.12833094752612703,NMC
104.09432309907668,3.986290268291199,0.14457544874871758,NMC
115.79036397934188,3.985544986438743,0.16081994997130813,NMC
127.48640485960708,3.9847675955353603,0.1770644511938987,NMC
150.8784866201375,3.982800067059693,0.20955345363907982,NMC
174.2705683806679,3.980003563831647,0.24204245608426095,NMC
197.6626501411983,3.976271458086671,0.27453145852944205,NMC
221.0547319017287,3.971648474196225,0.30702046097462315,NMC
244.4468136622591,3.9662544135903315,0.33950946341980426,NMC
267.8388954227895,3.960240831966403,0.37199846586498536,NMC
314.6230589438503,3.946967305728098,0.4369764707553476,NMC
361.4072224649111,3.9329209356546633,0.5019544756457098,NMC
408.1913859859719,3.918878491257566,0.566932480536072,NMC
454.9755495070327,3.9053026155649984,0.6319104854264342,NMC
501.75971302809353,3.89242423445595,0.6968884903167964,NMC
548.5438765491543,3.880323391540677,0.7618664952071587,NMC
595.3280400702151,3.8689859490000043,0.8268445000975209,NMC
642.1122035912759,3.8583394861030245,0.8918225049878831,NMC
735.6805306333976,3.8386767756270093,1.0217785147686076,NMC
829.2488576755192,3.820233266951484,1.151734524549332,NMC
922.8171847176408,3.801438768624474,1.2816905343300564,NMC
1016.3855117597624,3.779493608641597,1.4116465441107808,NMC
1109.953838801884,3.7502314344225365,1.5416025538915052,NMC
1203.5221658440057,3.7149097257664585,1.6715585636722297,NMC
1297.0904928861273,3.682455588578255,1.801514573452954,NMC
1390.658819928249,3.654960239530343,1.9314705832336785,NMC
1484.2271469703705,3.630819687323002,2.061426593014403,NMC
1671.3638010546138,3.5908755314583383,2.3213386125758517,NMC
1858.500455138857,3.5589221488011353,2.5812506321373005,NMC
2045.6371092231002,3.5295621623068185,2.8411626516987494,NMC
2232.7737633073434,3.4970813235834655,3.101074671260198,NMC
2419.9104173915866,3.453787723337006,3.360986690821647,NMC
2607.04707147583,3.398469731885432,3.620898710383096,NMC
2794.183725560073,3.3473128829511127,3.8808107299445447,NMC
2981.3203796443163,3.299320676315748,4.1407227495059935,NMC
3355.5936878128027,3.0056968483001176,4.660546788628891,NMC
3567.8549154554717,2.4999999999997122,4.9553540492437085,NMC
